Step,Run,Strategy,N_INIT,Item,Cost,Source,TestType
0,0,unif,0,te pE kI pi,9.593961566164193,LEARNER,BroadTest
0,0,unif,0,tE pI ke,9.448199511442967,LEARNER,BroadTest
0,0,unif,0,pI te pa kE,14.105880369067615,LEARNER,BroadTest
0,0,unif,0,pe pa ti pe tE,12.31796293683023,LEARNER,BroadTest
0,0,unif,0,ki pa tE ki,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,ka pI ti,8.061905150323076,LEARNER,BroadTest
0,0,unif,0,ka ki pE ke,11.527641053122801,LEARNER,BroadTest
0,0,unif,0,kI pI ke,10.688731817841632,LEARNER,BroadTest
0,0,unif,0,pa te ka pI ke,14.25164242378884,LEARNER,BroadTest
0,0,unif,0,ta pi kE,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,pI pe ti,6.8699601954981535,LEARNER,BroadTest
0,0,unif,0,kE pe tE pa pI,12.269375585256489,LEARNER,BroadTest
0,0,unif,0,ka te ka tI,9.995584637281686,LEARNER,BroadTest
0,0,unif,0,ti kE tI ke,11.576228404696543,LEARNER,BroadTest
0,0,unif,0,te tE pe pa ke,11.576228404696543,LEARNER,BroadTest
0,0,unif,0,tE ke tE ke pa pa,12.123613530535263,LEARNER,BroadTest
0,0,unif,0,kI tI ke,10.688731817841632,LEARNER,BroadTest
0,0,unif,0,pI pI pI ti pi tI,9.448199511442967,LEARNER,BroadTest
0,0,unif,0,kI ki,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,ki tE,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,pE te ka tI pa kI,12.913935414242692,LEARNER,BroadTest
0,0,unif,0,ta te ke pi ta,9.496786863016709,LEARNER,BroadTest
0,0,unif,0,ta pI tI ki ki pe ki,12.415137639977717,LEARNER,BroadTest
0,0,unif,0,tE ke tI kE,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,kI ki tE kE pe,13.607082594802637,LEARNER,BroadTest
0,0,unif,0,tE ti,3.3070495895509437,LEARNER,BroadTest
0,0,unif,0,tI ti,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,ka tE tI pe,12.172200882109005,LEARNER,BroadTest
0,0,unif,0,kI ke pa pI ka ti pa,16.23390926232119,LEARNER,BroadTest
0,0,unif,0,kI pa ta pe kE,14.154467720641357,LEARNER,BroadTest
0,0,unif,0,ta tI pe,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,kI te te kE,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,ti pi tE pI pi,11.028843278857826,LEARNER,BroadTest
0,0,unif,0,tE ke pe ka,8.70646497930928,LEARNER,BroadTest
0,0,unif,0,kE pi kI pe,10.287108746724138,LEARNER,BroadTest
0,0,unif,0,te ke ka ta,7.368757969763131,LEARNER,BroadTest
0,0,unif,0,ti pE pE,10.688731817841632,LEARNER,BroadTest
0,0,unif,0,pa pa pI,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,ti tI ti,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,pi pI kI,7.320170618189389,LEARNER,BroadTest
0,0,unif,0,pe ti tI ti,6.967134898645638,LEARNER,BroadTest
0,0,unif,0,ta te pi,4.097371473258373,LEARNER,BroadTest
0,0,unif,0,ki tE kE,10.688731817841632,LEARNER,BroadTest
0,0,unif,0,ti pI ki pi,7.465932672910615,LEARNER,BroadTest
0,0,unif,0,pa pa ka kI ka,11.929264124240296,LEARNER,BroadTest
0,0,unif,0,kE ke tE pa,10.737319169415374,LEARNER,BroadTest
0,0,unif,0,ke pI ka,8.061905150323076,LEARNER,BroadTest
0,0,unif,0,pe pa kE,8.560702924588053,LEARNER,BroadTest
0,0,unif,0,kE ke,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,kI ke ka,11.23611694368035,LEARNER,BroadTest
0,0,unif,0,pe kE kI,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,ti pI,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,kE pE pi pe,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,tI te,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,tE ke,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,pe ki kI ki,6.967134898645638,LEARNER,BroadTest
0,0,unif,0,tI kE pe,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,pa pa ta,4.900617615493359,LEARNER,BroadTest
0,0,unif,0,tE pe,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,kE pi ki ta,10.93166857571034,LEARNER,BroadTest
0,0,unif,0,te ka pE te,10.141346692002912,LEARNER,BroadTest
0,0,unif,0,pe pa pa te,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,ki kI,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,pi pI ke ta ka,14.896202252775044,LEARNER,BroadTest
0,0,unif,0,pa pa pi,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,pE pi ke pe,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,pa pE pi,6.724198140776927,LEARNER,BroadTest
0,0,unif,0,ki pE,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,ta pe pE pi,9.54537421459045,LEARNER,BroadTest
0,0,unif,0,ti pE pe,9.448199511442967,LEARNER,BroadTest
0,0,unif,0,ki tI,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,ka kI kI pa kE,15.540762081761248,LEARNER,BroadTest
0,0,unif,0,ti pE,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,tE ke kI pa kI,12.366550288403973,LEARNER,BroadTest
0,0,unif,0,pe tE,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,tE te,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,pi kE te,9.448199511442967,LEARNER,BroadTest
0,0,unif,0,ka ti pi kI ti,9.642548917737935,LEARNER,BroadTest
0,0,unif,0,pI kE ka ta,12.5738239532265,LEARNER,BroadTest
0,0,unif,0,ke ta ka,7.077233860320679,LEARNER,BroadTest
0,0,unif,0,kI ke tI ke kI pa,12.172200882109005,LEARNER,BroadTest
0,0,unif,0,pi ti pI,6.031050960216982,LEARNER,BroadTest
0,0,unif,0,ki kI pI ka,12.075026178961522,LEARNER,BroadTest
0,0,unif,0,ki kE,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,ka ki pe,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,ta te pE,8.609290276161795,LEARNER,BroadTest
0,0,unif,0,kE pe ke,6.031050960216982,LEARNER,BroadTest
0,0,unif,0,pe kE,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,tI pi,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,ke kE tE pI,8.110492501896818,LEARNER,BroadTest
0,0,unif,0,te pI,3.3070495895509437,LEARNER,BroadTest
0,0,unif,0,pa ki tE tE,12.816760711095208,LEARNER,BroadTest
0,0,unif,0,ke ka ta pi pi,10.432870801445365,LEARNER,BroadTest
0,0,unif,0,pI pi kE pi ka,13.558495243228895,LEARNER,BroadTest
0,0,unif,0,kE pe kI pI pE,12.31796293683023,LEARNER,BroadTest
0,0,unif,0,pa ka pi ki,8.256254556618044,LEARNER,BroadTest
0,0,unif,0,pI kE tI pE,9.995584637281686,LEARNER,BroadTest
0,0,unif,0,ki ta te ta,9.898409934134202,LEARNER,BroadTest
0,0,unif,0,kE te ka tI,10.834493872562856,LEARNER,BroadTest
0,0,unif,0,kE pi,3.3070495895509437,LEARNER,BroadTest
0,0,unif,0,tI ti ke,8.70646497930928,LEARNER,BroadTest
0,0,unif,0,tE te ta,8.609290276161795,LEARNER,BroadTest
0,0,unif,0,te ti kE pa,10.287108746724137,LEARNER,BroadTest
0,0,unif,0,pI pi pi pi,6.031050960216983,LEARNER,BroadTest
0,0,unif,0,pi ke te tI,8.256254556618044,LEARNER,BroadTest
0,0,unif,0,te tE ka,8.609290276161795,LEARNER,BroadTest
0,0,unif,0,ke tE tI,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,pe kI pe,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,te pE te,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,tI tE kI ka,12.02643882738778,LEARNER,BroadTest
0,0,unif,0,pI te ta,11.23611694368035,LEARNER,BroadTest
0,0,unif,0,kI te,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,kI pe pi,6.8699601954981535,LEARNER,BroadTest
0,0,unif,0,pe tE pE,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,ta ka ke,5.788114202348273,LEARNER,BroadTest
0,0,unif,0,tI ka pa ke,10.64014446626789,LEARNER,BroadTest
0,0,unif,0,pI pa tE tI ka ka,14.79902754962756,LEARNER,BroadTest
0,0,unif,0,ki pI pi,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,ke te pI pi ki,9.046576440325474,LEARNER,BroadTest
0,0,unif,0,ti pE ka kE,13.461320540081411,LEARNER,BroadTest
0,0,unif,0,pi ka pe te ki pE pi,13.156872172111402,LEARNER,BroadTest
0,0,unif,0,pi ki te tE,9.496786863016709,LEARNER,BroadTest
0,0,unif,0,pa ki te,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,ti pE te pi,8.997989088751732,LEARNER,BroadTest
0,0,unif,0,pE ti ti,5.532253185952006,LEARNER,BroadTest
0,0,unif,0,ti kI,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,pe pi ta,6.128225663364467,LEARNER,BroadTest
0,0,unif,0,ti ti kI,6.031050960216982,LEARNER,BroadTest
0,0,unif,0,pa pI ke ki,8.94940173717799,LEARNER,BroadTest
0,0,unif,0,kE kI ki kE,12.220788233682747,LEARNER,BroadTest
0,0,unif,0,te kI kI,7.465932672910615,LEARNER,BroadTest
0,0,unif,0,te kE pa pE tE,12.123613530535263,LEARNER,BroadTest
0,0,unif,0,pE pE ka pe,10.737319169415374,LEARNER,BroadTest
0,0,unif,0,kE te,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,tI ti te ke tE,12.220788233682747,LEARNER,BroadTest
0,0,unif,0,ti ti pI kE,10.141346692002912,LEARNER,BroadTest
0,0,unif,0,ti pi ti pi tE ta,12.172200882109005,LEARNER,BroadTest
0,0,unif,0,kI pE pa tE tI,14.203055072215099,LEARNER,BroadTest
0,0,unif,0,pe pI ke ke pi,9.046576440325474,LEARNER,BroadTest
0,0,unif,0,ti te tE ki tI,11.72199045941777,LEARNER,BroadTest
0,0,unif,0,ki ti kI,6.031050960216982,LEARNER,BroadTest
0,0,unif,0,tE pa pa,7.721793689306883,LEARNER,BroadTest
0,0,unif,0,kE ti te,7.514520024484357,LEARNER,BroadTest
0,0,unif,0,kI pE pI,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,pI ta kI pI pE,14.847614901201302,LEARNER,BroadTest
0,0,unif,0,kE tE ti ta pI,13.65566994637638,LEARNER,BroadTest
0,0,unif,0,pI pe pI kI,12.269375585256489,LEARNER,BroadTest
0,0,unif,0,pi kE pa,10.591557114694147,LEARNER,BroadTest
0,0,unif,0,pe pi kI tE,8.94940173717799,LEARNER,BroadTest
0,0,unif,0,pI pi,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,ta pe pI ti kI,11.624815756270287,LEARNER,BroadTest
0,0,unif,0,tE te ti,4.83910600539206,LEARNER,BroadTest
0,0,unif,0,tI tE ta kE ke,14.203055072215099,LEARNER,BroadTest
0,0,unif,0,pe ki tE,6.8699601954981535,LEARNER,BroadTest
0,0,unif,0,pi tI,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,ka kE ki,6.724198140776927,LEARNER,BroadTest
0,0,unif,0,ke kI kI ki kI,8.900814385604246,LEARNER,BroadTest
0,0,unif,0,tE pI ti ka kI te pa,16.975643794454875,LEARNER,BroadTest
0,0,unif,0,tI ke,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,pe kI pE,8.803639682456764,LEARNER,BroadTest
0,0,unif,0,tE te kE pE te,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,tI tI ke pi,10.33569609829788,LEARNER,BroadTest
0,0,unif,0,pE pe pE ti pe pe,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,tE pI ki,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,ke ka ti,6.675610789203185,LEARNER,BroadTest
0,0,unif,0,ti tE pa pi te,13.011110117390176,LEARNER,BroadTest
0,0,unif,0,pI ti pe ti,8.256254556618044,LEARNER,BroadTest
0,0,unif,0,pE ta ta ti,8.70646497930928,LEARNER,BroadTest
0,0,unif,0,kI pi pi ta,11.430466349975319,LEARNER,BroadTest
0,0,unif,0,ki ta tE ti ta,12.172200882109005,LEARNER,BroadTest
0,0,unif,0,pI te pa,11.23611694368035,LEARNER,BroadTest
0,0,unif,0,kE ki tI,7.514520024484358,LEARNER,BroadTest
0,0,unif,0,ke pi tI pI,6.9185475470718965,LEARNER,BroadTest
0,0,unif,0,kI pE pI pe,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,ke pE ka,8.609290276161795,LEARNER,BroadTest
0,0,unif,0,pi kE pe ti,8.997989088751732,LEARNER,BroadTest
0,0,unif,0,ta ta ta,4.900617615493359,LEARNER,BroadTest
0,0,unif,0,pi kI pI te,10.834493872562856,LEARNER,BroadTest
0,0,unif,0,ta tE ke tI,9.54537421459045,LEARNER,BroadTest
0,0,unif,0,tE te kI ki,9.642548917737935,LEARNER,BroadTest
0,0,unif,0,tE ti tI,7.514520024484358,LEARNER,BroadTest
0,0,unif,0,kE kE kI pi,9.496786863016709,LEARNER,BroadTest
0,0,unif,0,ke pi tE,6.8699601954981535,LEARNER,BroadTest
0,0,unif,0,pI ke pe,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,ki kI tI,7.320170618189389,LEARNER,BroadTest
0,0,unif,0,te pi ki ka,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,ke pE ka ke tE,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,ki pI,5.240729076509553,LEARNER,BroadTest
0,0,unif,0,tI pa pi pE ka,14.154467720641357,LEARNER,BroadTest
0,0,unif,0,tE kE pi ki,9.691136269311675,LEARNER,BroadTest
0,0,unif,0,ki ka ke ta,9.898409934134202,LEARNER,BroadTest
0,0,unif,0,pe ke pa kI te pa,12.962522765816434,LEARNER,BroadTest
0,0,unif,0,pI ke,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,ka pI ke,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,ke pI pi,6.869960195498154,LEARNER,BroadTest
0,0,unif,0,kI te ka,11.23611694368035,LEARNER,BroadTest
0,0,unif,0,pe kE ta,8.609290276161795,LEARNER,BroadTest
0,0,unif,0,pe kE tE,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,ka tI te,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,kE kE te,7.320170618189389,LEARNER,BroadTest
0,0,unif,0,tE ki ta,8.70646497930928,LEARNER,BroadTest
0,0,unif,0,ke te tI,5.532253185952006,LEARNER,BroadTest
0,0,unif,0,kE te ke,6.031050960216982,LEARNER,BroadTest
0,0,unif,0,ti pE ta tI pa ta ki,15.04196430749627,LEARNER,BroadTest
0,0,unif,0,pE tE kE,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,tI pE kE ta,11.929264124240296,LEARNER,BroadTest
0,0,unif,0,pi pi pa,8.70646497930928,LEARNER,BroadTest
0,0,unif,0,ti pI tI,7.320170618189389,LEARNER,BroadTest
0,0,unif,0,ti kE,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,ti kI pe,9.448199511442967,LEARNER,BroadTest
0,0,unif,0,tI ti pI,8.70646497930928,LEARNER,BroadTest
0,0,unif,0,pe ka kE,8.560702924588053,LEARNER,BroadTest
0,0,unif,0,te ke kI,5.532253185952006,LEARNER,BroadTest
0,0,unif,0,ka pe kE,8.609290276161795,LEARNER,BroadTest
0,0,unif,0,tI tE pI pE tE pi,10.189934043576653,LEARNER,BroadTest
0,0,unif,0,kI ta pe ki,8.949401737177988,LEARNER,BroadTest
0,0,unif,0,pI pe ke,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,te pa ti kE kI,13.704257297950122,LEARNER,BroadTest
0,0,unif,0,te tE tI ka,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,kE ta pI ti,12.269375585256489,LEARNER,BroadTest
0,0,unif,0,pi tE,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,te kE te,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,ki pe kI tI pE,12.317962936830233,LEARNER,BroadTest
0,0,unif,0,pa ka ke ta,9.156675402000515,LEARNER,BroadTest
0,0,unif,0,pI pI ke,10.688731817841632,LEARNER,BroadTest
0,0,unif,0,kI pE te ta,12.719586007947726,LEARNER,BroadTest
0,0,unif,0,ta kI pe,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,ke pe te pE,6.031050960216982,LEARNER,BroadTest
0,0,unif,0,ke pE pe,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,tI ke pi,6.8699601954981535,LEARNER,BroadTest
0,0,unif,0,ka kI te,9.351024808295483,LEARNER,BroadTest
0,0,unif,0,tI pe ki pe,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,kE ti ki,5.532253185952006,LEARNER,BroadTest
0,0,unif,0,te ki kI pe,8.997989088751732,LEARNER,BroadTest
0,0,unif,0,pI tI kE ka ki,13.607082594802637,LEARNER,BroadTest
0,0,unif,0,ki pE pa,10.591557114694147,LEARNER,BroadTest
0,0,unif,0,pI pe ka,11.23611694368035,LEARNER,BroadTest
0,0,unif,0,te pi kI tE,8.94940173717799,LEARNER,BroadTest
0,0,unif,0,pi ka pa,9.108088050426772,LEARNER,BroadTest
0,0,unif,0,ki pa pa ki,10.09275934042917,LEARNER,BroadTest
0,0,unif,0,tI ta ki,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,ki pI pi pE tE ti ti kE ta te,17.267167903897327,LEARNER,BroadTest
0,0,unif,0,pi pi kE,8.755052330883021,LEARNER,BroadTest
0,0,unif,0,ke kE ke ka tI pE,15.04196430749627,LEARNER,BroadTest
0,0,unif,0,te ka ka pe,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,ka pi tI,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,te ti te ke,5.532253185952005,LEARNER,BroadTest
0,0,unif,0,kI ka ti ta,10.591557114694147,LEARNER,BroadTest
0,0,unif,0,ki ti pI pI,8.110492501896818,LEARNER,BroadTest
0,0,unif,0,kE kE tI ke,10.141346692002912,LEARNER,BroadTest
0,0,unif,0,ke tI ta,8.061905150323076,LEARNER,BroadTest
0,0,unif,0,ke pa pi tE,11.527641053122801,LEARNER,BroadTest
0,0,unif,0,te ta pI,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,ki pI ti kI,8.061905150323076,LEARNER,BroadTest
0,0,unif,0,kI pi pE,11.381878998401577,LEARNER,BroadTest
0,0,unif,0,ti pe kI pi,9.642548917737933,LEARNER,BroadTest
0,0,unif,0,pe tE pI,7.417345321336873,LEARNER,BroadTest
0,0,unif,0,te pE pE,7.964730447175592,LEARNER,BroadTest
0,0,unif,0,pI ke tE,11.381878998401577,LEARNER,BroadTest
0,0,unif,0,ki ki ta ka,11.47905370154906,LEARNER,BroadTest
0,0,unif,0,te ka ta ka,7.077233860320679,LEARNER,BroadTest
0,0,unif,0,ti pI pE tE,10.785906520989116,LEARNER,BroadTest
0,0,unif,0,ta ta kI ke ki,11.721990459417771,LEARNER,BroadTest
0,0,unif,0,kI kE pE,9.898409934134202,LEARNER,BroadTest
0,0,unif,0,te te pI,5.532253185952006,LEARNER,BroadTest
0,0,unif,0,te pa pi pI,10.980255927284082,LEARNER,BroadTest
0,0,unif,0,tI pe ki pa ke pa pE ke,15.139139010643754,LEARNER,BroadTest
0,0,unif,0,pa ka te,5.788114202348273,LEARNER,BroadTest
0,0,unif,0,kI ti,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,ta pe pE,8.609290276161795,LEARNER,BroadTest
0,0,unif,0,ke ki ki,2.808251815285966,LEARNER,BroadTest
0,0,unif,0,tI pI kE tI,10.044171988855428,LEARNER,BroadTest
0,0,unif,0,pa ki pa pe,9.30243745672174,LEARNER,BroadTest
0,0,unif,0,te kI ke,8.207667205044302,LEARNER,BroadTest
0,0,unif,0,pI pe,7.174408563468163,LEARNER,BroadTest
0,0,unif,0,kI pi,5.885288905495757,LEARNER,BroadTest
0,0,unif,0,ke kE te,7.417345321336873,LEARNER,BroadTest
